question_id,head,relation,valid_tails,num_valid_tails,difficulty,kept_train_tails
Q0001,Alprazolam,interacts_with,Alcohol,1,easy,
Q0002,Lithium,interacts_with,NSAIDs,1,easy,Diuretics
Q0003,Bipolar_Disorder,can_cause,Substance_Abuse,1,easy,
Q0004,Insomnia,can_cause,Depression,1,easy,Anxiety_Disorder
Q0005,Azathioprine,contraindicated_with,Allopurinol,1,easy,
Q0006,Metoclopramide,contraindicated_with,Parkinson_Disease,1,easy,
Q0007,Aspirin,contraindicated_with,Peptic_Ulcer,1,easy,
Q0008,Diazepam,contraindicated_with,Respiratory_Depression,1,easy,
Q0009,Fentanyl,contraindicated_with,MAOIs,1,easy,
Q0010,Haloperidol,contraindicated_with,Parkinson_Disease,1,easy,
Q0011,Ibuprofen,contraindicated_with,Peptic_Ulcer,1,easy,Gastritis
Q0012,Lithium,contraindicated_with,Kidney_Failure,1,easy,
Q0013,Oxycodone,contraindicated_with,Respiratory_Depression,1,easy,
Q0014,Phenytoin,contraindicated_with,Pregnancy,1,easy,
Q0015,Sumatriptan,contraindicated_with,Hypertension,1,easy,
Q0016,Venlafaxine,contraindicated_with,MAOIs,1,easy,
Q0017,ADHD,diagnosed_by,ADHD_Rating_Scale,1,easy,
Q0018,Anxiety_Disorder,diagnosed_by,GAD7_Score,1,easy,
Q0019,Celiac_Disease,diagnosed_by,Blood_Test,1,easy,Biopsy
Q0020,Gastritis,diagnosed_by,Endoscopy,1,easy,
Q0021,Multiple_Sclerosis,diagnosed_by,MRI,1,easy,Lumbar_Puncture
Q0022,PTSD,diagnosed_by,PTSD_Checklist,1,easy,
Q0023,Ulcerative_Colitis,diagnosed_by,Colonoscopy,1,easy,
Q0024,Aripiprazole,is_a,Antipsychotic,1,easy,
Q0025,Celecoxib,is_a,NSAIDs,1,easy,
Q0026,Cholecystitis,is_a,Digestive_Disorder,1,easy,
Q0027,Clonazepam,is_a,Benzodiazepine,1,easy,
Q0028,Cluster_Headache,is_a,Neurological_Disorder,1,easy,
Q0029,Codeine,is_a,Opioid,1,easy,
Q0030,Diclofenac,is_a,NSAIDs,1,easy,
Q0031,Duloxetine,is_a,SNRI,1,easy,
Q0032,Escitalopram,is_a,SSRI,1,easy,
Q0033,Famotidine,is_a,H2_Blocker,1,easy,
Q0034,Gabapentin,is_a,Anticonvulsant,1,easy,
Q0035,Irritable_Bowel_Syndrome,is_a,Digestive_Disorder,1,easy,
Q0036,Lamotrigine,is_a,Anticonvulsant,1,easy,
Q0037,Lansoprazole,is_a,PPI,1,easy,
Q0038,Levetiracetam,is_a,Anticonvulsant,1,easy,
Q0039,Lorazepam,is_a,Benzodiazepine,1,easy,
Q0040,Naproxen,is_a,NSAIDs,1,easy,
Q0041,Narcolepsy,is_a,Neurological_Disorder,1,easy,
Q0042,OCD,is_a,Psychiatric_Disorder,1,easy,
Q0043,Olanzapine,is_a,Antipsychotic,1,easy,
Q0044,Panic_Disorder,is_a,Psychiatric_Disorder,1,easy,
Q0045,Pantoprazole,is_a,PPI,1,easy,
Q0046,Paroxetine,is_a,SSRI,1,easy,
Q0047,Pregabalin,is_a,Anticonvulsant,1,easy,
Q0048,Quetiapine,is_a,Antipsychotic,1,easy,
Q0049,Rabeprazole,is_a,PPI,1,easy,
Q0050,Ranitidine,is_a,H2_Blocker,1,easy,
Q0051,Restless_Leg_Syndrome,is_a,Neurological_Disorder,1,easy,
Q0052,Risperidone,is_a,Antipsychotic,1,easy,
Q0053,Rizatriptan,is_a,Triptan,1,easy,
Q0054,Temazepam,is_a,Benzodiazepine,1,easy,
Q0055,Tension_Headache,is_a,Neurological_Disorder,1,easy,
Q0056,Trigeminal_Neuralgia,is_a,Neurological_Disorder,1,easy,
Q0057,Vertigo,is_a,Neurological_Disorder,1,easy,
Q0058,ADHD,is_a,Psychiatric_Disorder,1,easy,
Q0059,Alprazolam,is_a,Benzodiazepine,1,easy,
Q0060,Anxiety_Disorder,is_a,Psychiatric_Disorder,1,easy,
Q0061,Aspirin,is_a,NSAIDs,1,easy,
Q0062,Bipolar_Disorder,is_a,Psychiatric_Disorder,1,easy,
Q0063,Celiac_Disease,is_a,Digestive_Disorder,1,easy,
Q0064,Diazepam,is_a,Benzodiazepine,1,easy,
